citation_id,citation_label,date_year,protocol_ids,study_name,study_acronym,study_type,disease_phenotype,primary_research_focus,funding_source,award_num,foa
593,BallardR2021a,2021,,,,,Pediatric Obesity,Summarizes the findings and recommendations of three workshops held by the National Collaborative on Childhood Obesity Research in 2019 and 2020.,,,
594,BadawyS2021a,2021,,,,Clinical Trials as Topic|Patient Reported Outcome Measures,"Anemia, Sickle Cell",Reviews several considerations for sickle cell disease-related clinical trials related to study design and outcome assessment.,NHLBI NIH HHS,K23 HL150232,PA-19-118
595,AndresE2021a,2021,200401,,,,,Identified rare genetic variants in a Pakistani population with language impairments,"NIDCD NIH HHS,NIDCD NIH HHS","R21 DC017830,T32 DC000052","PAR-18-487,PA-02-109/PA-16-152/PA-11-184"
596,Sanchez-BojorquezP2022a,2022,121601,Self-Report Pychopathy Scale Short Form 4ª Edición: Adaptación yModelamiento Estructural en Población Penitenciaria Mexicana,SRP:4-SF,,,The reliability of adapted version of the SRP:4-SR form for access psychopathy in a penitentiary population, , , 
597,RileyE2022a,2022,30703|31001|71001,,,Prospective Studies,Tobacco Use|Tobacco Use Cessation,,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","R01 DA037012,K24 DA039780,T32 DA007250","PA-12-281/PA-17-101,PA-20-186/PA-14-047,PA-11-184/PA-00-103/PA-16-152/PA-06-468/PA-16-287"
598,PinkJ2022a,2022,640701,"Refining the relationship between psychopathy, aggression, and rele-breaking by gender: A comparison of the triarchic and septarchic models of psychopathy", ,,, , , , 
599,BrownL2022a,2022,10101|10201|10701|11002|11102|270201|570101,Addressing Hispanic Obesity Disparities Using a Community Health Worker Model Grounded in Motivational Interviewing, ,,Obesity, ,"NIGMS NIH HHS,NIGMS NIH HHS,NIGMS NIH HHS","RL5 GM118969,TL4 GM118971,UL1 GM118970","RFA-RM-13-016/RFA-RM-18-006,RFA-RM-13-016/RFA-RM-18-006,RFA-RM-13-016/RFA-RM-18-006"
600,FelicioneN2022a,2022,510403,,,Feasibility Studies,Opioid-Related Disorders|Smoking Cessation,Proposed and demonstrated a method to evalute the timing of treatment for cigarette smoking and opioid use disorder,"NIGMS NIH HHS,NIGMS NIH HHS","T32 GM081741,U54 GM104942","PAR-06-503/PA-11-184,PA-20-135/PAR-11-229/PA-18-935/PAR-14-303/PA-20-272"
601,HenneghanA2022a,2022,,,,,Cognition|Executive Function,Examined cognitive outcomes for mild COVID cases in adults in Central Texas,,,
602,HenselE2022a,2022,741401,,,,,Proposed puffing conditions for cigarette emissions testing,NIEHS NIH HHS,R21 ES029984,"RFA-OD-15-005,RFA-OD-18-003"
603,HorvathM2021a,2021,11001|11801,,,,Health|Smoking,Investigated smoking and tobacco use monitoring by use of smartband and smartphone technology,"NCCIH NIH HHS,NCATS NIH HHS","R34 AT010365,UL1 TR001863","PAR-18-417,PAR-15-304/PA-16-328/PAR-18-940/PA-21-071/PA-20-272/PA-16-288"
604,KadlubowskaM2022a,2022,,,,Genetic Testing|Genomics|Neurology,,Discusses methods to improve the molecular diagnostic rates in pediatric neurological genomic cold cases,,,
605,KrendlA2022a,2022,211101,,,,,Explored if senior cognitive function has any association with personal social network characteristics,"NIA NIH HHS,NIA NIH HHS,NIH HHS,NCRR NIH HHS,NIA NIH HHS","R01 AG057739,R01 AG070931,UL1TR001108,NA,R01 AG070931","PA-16-160,PAR-19-373,RFA-TR-12-006/PA-14-077,NA,PAR-19-373"
606,LangerS2022a,2022,,,,,,Examined couples relationships and communicative behavior in the context of one partner having cancer,NCI NIH HHS,R01 CA201179,PA-13-302/PA-18-586
607,LoringD2022a,2022,10101|10903|11002|11102|11601|11801|11901|210201,National Neuropsychology Network,NNN,,,Demonstrated proof of concept with neuropsychology measure harmonizing data across several studies,NIMH NIH HHS,R01 MH118514,PA-18-484
608,LudererH2022a,2022,,"Patient Engagement With a Game-Based Digital Therapeutic for the Treatment of Opioid Use Disorder: Protocol for a Randomized Controlled Open-Label, Decentralized Trial",,Clinical Trial,Mental Health,"Due to covid, the study was redesigned to use a decentralized model. The goal of the trial is to investiagate whether chanding the delivery format and enhancing the content of a prescription digital therapeutic tool for treating opioid use disorder will affect how partipants interact with that tool.","NIMHD NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","L32 MD016546,R25 DA035161,R44 DA042652,T32 DA007294","PAR-19-258/PAR-10-173,PA-16-302/PA-18-591,PA-11-184/PA-92-31/PA-16-152/PA-06-468/PA-16-287"
609,OyedejiC2022a,2022,250501|250601|251101,The Sickle Cell Disease Functional Assessment (SCD-FA) tool: a feasibility pilot study,SCD,Geriatrics,,Measure functional decline and fuctional age for those with Sickle Cell Disease,"duke claude d. pepper older americans independence center supported by the national institute of aging,american society of hematology,duke center for research to advance healthcare equity (reach equity) which is supported by the national institute on minority health and health disparities,NIA NIH HHS,NIMHD NIH HHS","NIA P30AG028716,Research Training Award for Fellows,U54MD012530,P30 AG028716,U54 MD012530","RFA-AG-06-001/RFA-AG-11-002/RFA-AG-16-011/RFA-AG-21-024/RFA-AG-13-002/PA-16-287,PA-20-272/RFA-MD-17-005/PA-18-906"
610,SinicropeP2021a,2021,,,,Public Health,COVID-19,"Aimed to find motivators and barriers to wearing masks to prevent COVID-19 by looking at factors such as urban residence, education, age, political affiliation, and general attitudes and knowledge about COVID-19",,,
611,StevensE2022a,2022,330801,,,Pilot Projects|Randomized Controlled Trials as Topic,"Harm Reduction|Pulmonary Disease, Chronic Obstructive|Smoking Cessation",Examined barriers and facilitators to assess if electronic cigarette use is a viable strategy for harm reduction in people with COPD,Internal funding,,
612,StilpA2021a,2021,,,,Genetic Association Studies|Phenomics|Precision Medicine|Program Evaluation,Cardiovascular Diseases|Hematologic Diseases|Lung Diseases|Sleep Wake Disorders,,"NIDA NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIDA NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,CLC NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NCATS NIH HHS,NIEHS NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIAID NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIDDK NIH HHS,NHLBI NIH HHS,NIDA NIH HHS,ORFDO NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,CLC NIH HHS,NIEHS NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIDDK NIH HHS,NHLBI NIH HHS,ORFDO NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIMHD NIH HHS,ORFDO NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIDA NIH HHS,NHLBI NIH HHS,NCATS NIH HHS,NIDA NIH HHS,NHLBI NIH HHS,NIAID NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NCRR NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,ORFDO NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,ORFDO NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIMHD NIH HHS,NCATS NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIA NIH HHS,NCATS NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NIA NIH HHS,NHLBI NIH HHS,ORFDO NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS","75N95020D00003,N01HC65236,N01HC65235,75N95020D00004,R01 HL095080,HHSN268201500003C,75N90020D00002,HHSN268201800012C,R01 HL130733,R01 HL104135,N01HC95160,R01 HL120393,R01 HL046380,K24 HL105780,R03 HL141439,U54 HG003067,R01 HL083141,R01 HL121007,HHSN268201600002C,HHSN268201800004I,N01HC95163,U01 HL080295,HHSN268201500001C,UL1 TR001079,75N96020D00002,HHSN268201600018C,R01 HL122684,R01 HL092577,R21 HL140385,R01 HL068986,75N93020D00002,HHSN268201700004C,U01 HL130114,R01 HL087660,U10 HL054464,HHSN268200800007C,R01 HL085251,R01 HL066216,N01HC95169,U01 HL120393,R01 HL113338,R01 DK117445,R01 HL153805,75N95020D00002,75N99020D00003,U01 HL089897,N01HC95164,N01HC55222,N02HL64278,HHSN268201800014C,R01 HL128914,R01 HL139672,N01HC85086,N01HC65234,N01HC95162,U01 HL054464,R01 HL119443,N01HC95168,R37 HL066289,U01 HL089856,75N90020D00003,75N96020D00003,U10 HL054457,R01 HL142711,R35 HL135818,HHSN268201800003I,U10 HL054481,P30 DK063491,U01 HL072524,75N99020D00002,R01 HL146860,N01HC65233,HHSN268201800007I,HHSN268201200036C,HHSN268201800001C,HHSN268201700001I,HHSN268201800013I,75N99020D00006,N01HC65237,HHSN268201600003C,U01 HL054457,HHSN268201700004I,N01HC95165,N01HC95159,HHSN268201500001I,R21 HL129924,75N95020D00007,N01HC95161,UL1 TR001420,75N95020D00005,HHSN268201600004C,R01 AI132476,U01 HL072515,HHSN268201800011C,KL2 RR024990,HHSN268201500003I,HHSN268201600001C,75N92021D00006,R01 HL093093,HHSN268201700005C,HHSN268201700001C,HHSN268201700002C,N01HC85082,75N99020D00005,N01HC95167,HHSN268201700003C,75N99020D00007,N01HC85083,U01 HG004735,N01HC25195,R01 HL085571,HHSN268201800015I,U01 HL054481,75N92019D00031,R03 HL154284,R01 MD012765,UL1 TR000040,HHSN268201700002I,HHSN268201700005I,75N98020D00007,R01 HL117626,U01 HG006379,N01HC85079,N01HC95166,K23 HL130627,R01 AG023629,UL1 TR001881,R01 HL073410,HHSN268201800005I,N01HC85080,P01 HL132825,HHSN268201700003I,HHSN268201800006I,R01 AG018728,R01 HL154385,75N99020D00004,K01 HL135405,N01HC85081","NA,NA,NA,NA,RFA-HL-08-002,NA,NA,NA,PA-13-302/PA-16-285,PA-14-078/PA-07-070,NA,PA-11-260,NA,PA-10-061/PA-14-047,RFA-HL-16-020,RFA-HG-10-015/RFA-HG-06-001/RFA-HG-03-002,NA,PA-11-260,NA,NA,NA,NA,NA,RFA-TR-12-006,NA,NA,PA-13-302,PA-11-260/PA-07-070/PA-20-185/PA-16-160,PAR-17-004,PA-07-070,NA,NA,PA-13-302,RFA-HL-06-012,RFA-HL-94-011,NA,NA,PA-13-302/PA-07-070,NA,PA-11-260,RFA-HL-12-007,PA-18-484,PA-20-185,NA,NA,PA-13-302/PA-07-070,NA,NA,NA,NA,PA-13-302,PA-16-160,NA,NA,NA,NA,PA-13-302,NA,NA,PA-13-302/PA-07-070,NA,NA,RFA-HL-94-011,PA-18-484,RFA-HL-16-024,NA,RFA-HL-94-011,RFA-DK-18-020/RFA-DK-02-004/RFA-DK-06-014/RFA-DK-16-020/RFA-DK-11-015,RFA-HL-02-010,NA,PA-19-056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFA-HL-15-025,NA,NA,PAR-18-464/PA-18-591/RFA-TR-14-009/PA-18-906,NA,NA,PA-16-160,RFA-HL-02-010,NA,RFA-RM-07-002,NA,NA,NA,PA-13-302/PA-07-070,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFA-HG-07-012,NA,NA,NA,RFA-HL-04-114,NA,RFA-HL-20-029,PA-16-160,RFA-RM-09-019,NA,NA,NA,PA-11-260,PA-16-287/PA-18-591/RFA-HG-19-013/RFA-HG-10-009/RFA-HG-14-025,NA,NA,PA-14-049,PA-10-067,PA-20-272/PA-18-591/PAR-15-304/PAR-18-940,PA-07-070,NA,NA,PAR-13-316,NA,NA,NA,PA-19-056,NA,PA-14-044,NA"
613,TaylorR2022a,2022,,,,Electronic Health Records,Opioid-Related Disorders,,NIDA NIH HHS,UG1 DA015831,RFA-DA-20-024/RFA-DA-15-008/PA-18-591/PA-21-071/PA-20-272/PA-16-287
614,Valerio-ShewmakerM2021a,2021,,Texas Coronavirus Antibody Response Survey,CARES,Cross-Sectional Studies|Prospective Studies|Seroepidemiologic Studies|Surveys and Questionnaires,,to estimate the prevalence of SARS-CoV-2 antibody status in children and adults,,,
615,WebbH2022a,2022,,,,SARS-CoV-2 | Ethnicity,Social Determinants of Health,"Presents an exploratory social determinants of health framework for understanding racial and ethnic Covid-19 disparities, including factors related to health and healthcare, socioeconomics, and environmental determinants.",,,
618,AndersenJ2022a,2022,,,,Surveys and Questionnaires,,To examine the factors associated with the first use of telehealth during the COVID-19 pandemic using Andersen''s Model of Healthcare Utilization,NCATS NIH HHS,UL1 TR003107,PA-18-591/PA-18-592/PAR-18-464
619,AndersenJ2022b,2022,,,,Surveys and Questionnaires,Health Behavior,"This study describes the relationship between sociodemographic factors, chronic conditions, coronavirus disease 2019 (COVID-19) fears and stressors, and the perception of risk from COVID-19 and the use of health protective behaviors among Arkansans during the COVID-19 pandemic.",NCATS NIH HHS,UL1 TR003107,PA-18-591/PA-18-592/PAR-18-464
620,BossarteR2022a,2022,,,,Clinical Trial,"Depressive Disorder, Major",,"Patient-Centered Outcomes Research Institute,Patient-Centered Outcomes Research Institute","PCS-2017C3-9252,PCS-2017C3-9252","NA,NA"
621,BuckB2022a,2022,,,,Patient Reported Outcome Measures|Reproducibility of Results|Self Report,Schizophrenia,,NIMH NIH HHS,K23 MH122504,PA-19-118
622,ColemanM2022a,2022,,Social Networks in Alzheimer Disease (SNAD),SNAD,SARS-CoV-2 | Mental Health,Social Determinants of Health,"Examines how social networks prior to the COVID pandemic helped to shape the beliefs, behaviors, and outcomes of older adults.","NIA NIH HHS,NIA NIH HHS,NIA NIH HHS,NCATS NIH HHS","P30 AG010133,R01 AG057739,R01 AG070931,UL1 TR002529","RFA-AG-05-010/RFA-AG-95-004/RFA-AG-00-002/PA-16-287/RFA-AG-91-002/RFA-AG-03-006/RFA-AG-11-005/PA-18-591/PAR-13-342/RFA-AG-16-018,PA-16-160,PAR-19-373,PA-18-906/PA-18-591/PAR-15-304"
623,JashinskiJ2022a,2022,,,,Pragmatic Clinical Trials as Topic|Randomized Controlled Trials as Topic,Opioid-Related Disorders,,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","K02 DA052684,K24 DA030443,R01 DA051540",PA-20-183
624,JohnsonA2022a,2022,,,,,Smoking|Tobacco Use|Tobacco Use Disorder,,"NCI NIH HHS,NCI NIH HHS","K07 CA218366,U54 CA229973","PAR-16-284,RFA-OD-17-006"
625,KringleE2022a,2022,,study,,,Depression|Obesity,,NIDDK NIH HHS,P30 DK111022,"PA-21-268/PA-20-206,PA-16-152,RFA-RM-14-020,RFA-RM-14-020"
626,LeeE2022a,2022,,The Personalized Environment and Genes Study,PEGS,Surveys and Questionnaires,Cardiovascular Diseases|Coronary Artery Disease|Heart Failure|Myocardial Infarction|Stroke,Evalaute environmental effects on cardiovascular health by performing an exposome-wide association study,,,
627,McDougalL2022a,2022,,,,Surveys and Questionnaires,COVID-19|Mental Health,"To understand the impact of COVID-19 on refugee communities in San Diego, CA",,,
628,McIntoshR2022a,2022,,The enhanced Nathan Kline Institute-Rockland Sample,NKI-RS,Surveys and Questionnaires,"Stress Disorders, Post-Traumatic","To evaluate whether aberrant resting-state functional connectivity (rsFC) of the amygdala and hippocampus, which has been implicated in PTSD and verbal memory impairment, is present in women who have been sexually tramatized but have not been diagnosed with PTSD.","NIMH NIH HHS,CSR NIH HHS","U54MD002266,K01HL139722-02","PA-20-272/PA-18-591/RFA-MD-17-005/PA-20-222,NA"
629,MitchellK2022a,2022,,,,Cross-Sectional Studies,Feeding and Eating Disorders|Social Stigma,,,,
630,PedersenS2022a,2022,,,,Psychiatry,Mental Health,To examine representation andaccuracyof descriptions of sociodemographic identities in psychiatricresearch,NIMHD NIH HHS,R00 MD012813,PA-16-193
631,PengS2022a,2022,211101,Social Networks in Alzheimer''s Disease Project,SNAD,Cognitive Functioning Surveys and Neuroimaging,Alzheimer Disease|Cognition|Cognitive Dysfunction|Cognitive Reserve,Alzheimer''s disease and dementia,"NIA NIH HHS,NIA NIH HHS,NIA NIH HHS,NIA NIH HHS","P30 AG010133,P30 AG072976,R01 AG057739,R01 AG070931","RFA-AG-11-005/RFA-AG-95-004/RFA-AG-05-010/RFA-AG-16-018/PA-18-591/PAR-13-342/RFA-AG-91-002/RFA-AG-03-006/PA-16-287/RFA-AG-00-002,RFA-AG-21-019,PA-16-160,PAR-19-373"
632,PomeroyA2022a,2022,10101|10201|10801|11001|11101|11301|11501|11601|11701|11801|11901|101101|270101|270201|270301|270401|270501,Health E Start Study,,Prospective Longitudinal Study,Metabolic sydrome,Metabolic syndrome,NHLBI NIH HHS,R15 HL159650,PAR-18-714
633,RobertsW2022a,2022,,,,Secondary Data Analysis from Clinical Trial,Alcoholism,,"NIAAA NIH HHS,NIA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS","K23 AA026890,RF1 AG068191,U54 AA027989,K01 AA025670,R01 AA021818","PA-18-375,PA-20-185,PA-20-272/RFA-OD-19-013,PA-16-190,PA-11-260"
634,Rodriguez-HartC2022a,2022,,,,Public health strategies,HIV Infections|Social Stigma,,"NIMH NIH HHS,NIAID NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIAID NIH HHS,NIMH NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIMH NIH HHS,NIMH NIH HHS","P30 MH116867,P30 AI050409,R01 MH109409,K23 MH124569,P30 MH043520,R34 MH115798,R01 MH110358,T32 MH126772,R01 MH121194,P30 AI117970,T32 MH019139,K01 DA041259,R01 DA053168,R56 MH121194,R21 MH121313","PA-20-272/PA-18-591/PAR-18-833,PA-13-302,PA-19-118,PAR-11-019/PAR-99-153/PAR-15-197/PA-20-272/PAR-03-142/PA-14-077,PA-17-166,PA-18-713/PA-13-248,PA-20-142,PA-20-144/PA-18-273,PAR-14-041/PAR-17-237,PA-08-226/PA-14-015/PA-18-403/PA-02-109,PA-14-044,PAS-18-915,PA-18-273,PA-20-272/RFA-MH-19-411"
635,RossJ2022a,2022,20703|21501|21603|40301|51001|91601|150302,Colorado Adoption/ Twin Study of Lifespan,CATSLife,Prospective Longitudinal Study,Substance-Related Disorders,cannabis use,"NIDA NIH HHS,NIDA NIH HHS,NIA NIH HHS,NIDA NIH HHS,NIAAA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","K24 DA032555,K23 DA054212,R01 AG046938,R01 DA042755,K23 AA026635,L30 DA054523,T32 DA017637","PA-11-195/PA-16-206,PA-20-272/PA-20-206,PA-16-287/PA-21-268/PA-19-056/PA-13-302,PA-18-591/PA-15-003,PA-18-374,NA,PA-16-287/PA-06-468/PA-18-403/PA-11-184/PA-02-109"
636,ScheimA2022a,2022,11801,,,Review,Mental Health|Public Health,,,,
637,vanD2022a,2022,,,,Systematic Review,Biological Stress,,,,
638,VenkatesanV2022a,2022,,,,Genetic Epidemiology Study,"Cardiovascular Diseases|Diabetes Mellitus, Type 2",,"NIDDK NIH HHS,NIDDK NIH HHS","R01 DK082766,R21 DK105913","PA-07-070,RFA-DK-14-006"
639,WindsorL2022a,2022,280401,,,Community-Based Participatory Research,HIV Infections,Proposing intervention and follow up methods of COVID-19 cases using measures to assess outcomes,"NIMHD NIH HHS,NIMHD NIH HHS","R01 MD010629,3R01MD010629-04S2","PA-20-135/RFA-MD-15-010,NA"
640,WisniveskyJ2022a,2022,,,,Patient Reported Outcome Measures,Disease Progression,To evaluate whether vaccination improves PASC symptoms,,,
643,BasslerJ2022a,2022,,,,Surveys and Questionnaires,COVID-19,"Authors examined knowledge, attitudes, and practices about COVID-19 in Alabama, with an emphasis on attitudes regarding vaccination perception and utilization.",,,
644,ChanN2022a,2022,,,,,Social Determinants of Health,Authors examined national data sources to characterize the extent to which these data sources contain SDOH data applicable to end stage organ disease and transplant patients.,"NHLBI NIH HHS,NIMHD NIH HHS","K01 HL140146,U54 MD012530","PA-16-190,RFA-MD-17-005/PA-20-272/PA-18-906"
645,AguinaldoL2022a,2022,,the Adolescent Brain and Cognitive Development(ABCD) Study,ABCD,Surveys and Questionnaires,Adolescent Behavior|Alcoholism|Depression,"To examine the relationship between positive valence, cognition, alcohol use, and suicidal thoughts and behaviors.","NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,University of California San Diego Medical Center","DA041089,DA041147,DA047953,DA054106,580264","PA-18-591/PA-21-071/RFA-DA-15-015/PA-18-586/RFA-DA-20-002,PA-20-272/PA-18-591/RFA-DA-15-014/RFA-DA-20-004,PA-18-078,PA-20-185"
646,AndersenJ2022c,2022,,,,Surveys and Questionnaires,Social Determinants of Health,Exploring the prevalence of basic needs insecurity and to examine the association between education and basic needs insecurity during the COVID-19 pandemic for Marshallese living in the USA.,NCATS NIH HHS,U54 TR001629,PAR-15-304
647,Blachman-DemnerD2022a,2022,,,,COVID-19|Health Equity,,,,,
648,CarrilloG2022a,2022,,The Rapid Acceleration of Diagnostics-Underserved Populations (RADx-UP),RADx-UP,Biomedical Research,,To create common data elements for RADx_UP that could serve as the foundatoin for a patient-centered informatics architecture allowing the integrationof disease-specific databases to support hypothesis-driven clinical research in underserved populations.,"NIMHD NIH HHS,NIH HHS,NIMHD NIH HHS,Patient-Centered Outcomes Research Institute,CDC HHS,National Institute of Allergy and Infectious Diseases,NICHD NIH HHS,NIH HHS,NCI NIH HHS,Medical Device Innovation Consortium,FDA HHS,U.S. Food and Drug Administration,NHGRI NIH HHS,Centers for Medicare &amp; Medicaid Service,NCATS NIH HHS,NIH HHS","U24 MD016258,U24 MD016258,1U24-MD016258,CC2-Duke-2016,NU38OT000316,HHSN272201500006I,HHSN275201000003I,1U24-AT010961,1UC2-CA233254,6292-2020-DQ/5U01-FD006292,75F40119C10086,5U18-FD006298,1RM1-HG011123,75FCMC18D0047,5UL1-TR002553,1U24MD016258","PA-20-272/RFA-OD-20-013,PA-20-272/RFA-OD-20-013,RFA-OD-20-013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFA-OD-20-013"
649,CokerM2022a,2022,,New Hampshire Birth Cohort,NHBCS,Cohort Studies,Obesity,"To evaluate if there is an association between child growth and the saliva microbiome, and whether this relationship may affect the onset of obesity-associated diseases in later life.","EPA,NIEHS NIH HHS,NIAID NIH HHS,NLM NIH HHS,NIEHS NIH HHS,NIH HHS,NIGMS NIH HHS,NIH HHS,NIH HHS","US Environmental Protection Agency RD83459901,P20 ES018175,T32 AI007519,R01 LM012723,P01 ES022832,NLM R01LM012723,P20 GM104416,NIEHS UH3OD023275,NIDCR R01DE028154","NA,RFA-ES-08-004,PA-00-103/PA-06-468/PA-18-403/PA-11-184,PAR-16-404,PA-15-123/RFA-ES-12-001,NA,PA-20-272/PA-18-591/PAR-16-241/PAR-11-286,NA,NA"
650,DurandG2022a,2022,,An Inconsistency Responding Scalefor the Durand Adaptive PsychopathicTraits QuestionnaireUna escala de respuesta de inconsistencia para el Cuestionario deRasgos Psicopáticos Adaptativos de Durand,Null,,,To develop an Inconsistency Responding and test its validity using human and randomized data. Scale (IRS) for the Durand Adaptive Psychopathic Traits Questionnaire(DAPTQ),,,
651,EricksonE2022a,2022,,Nulliparous Pregnancy Outcomes Study: Monitoring Mothers-to-Be,NuMoM2b,Cohort Studies,Pregnancy Complications|Social Determinants of Health,"To develop a model to evalaute the effects of social determinants of health on maternal morbidity. SDoH phenotype predicted MM outcomes and identified two important, yet distinct groups of pregnantpeople who were the most likely have a maternal morbidity event.","NICHD NIH HHS,NCATS NIH HHS,NICHD NIH HHS,NINR NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NINR NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NCATS NIH HHS","U10 HD063036,UL1 TR001108,L30 HD104564,K99 NR019596,U10 HD063053,U10 HD063046,U10 HD063072,U10 HD063037,R01 NR019254,U10 HD063048,U10 HD063047,U10 HD063041,U10 HD063020,UL1 TR000153","RFA-HD-08-029,RFA-TR-12-006/PA-14-077,NA,PA-19-130,RFA-HD-08-029,RFA-HD-08-029,RFA-HD-08-029,RFA-HD-08-029,PAR-19-256,RFA-HD-08-029,RFA-HD-08-029,RFA-HD-08-029,RFA-HD-08-029,RFA-RM-09-004"
652,GauciS2022a,2022,,,,Biology,Cardiovascular Diseases|Sexism,Recommendations for researchers and clinicians to consider gender in the analysis and interpretation of health outcomes. ,,,
653,GauldC2022a,2022,,,,Field Trial|Systematic Review,Sleep–Wake Disorders,Computing the Cohen''s kappa coefficient of diagnostic criteria for the main sleep-wake disorder categories described in the principal classifications,,,
654,HenniganK2022a,2022,520501,,,Surveys and Questionnaires,Feeding and Eating Disorders|Smoking|Vaping,"Examined mean differences in ED symptoms in lifetime (and past-month) cigarette and e-cigarette users versus non-users, and investigated correlations between ED symptoms and smoking and vaping motives.","NIAAA NIH HHS,NIMH NIH HHS","K01 AA025113,K01 MH106675","PA-16-190,PA-14-044"
655,MandalM2022a,2022,,,,Cluster Analysis|Systems Biology,Cardiovascular Disease,,NIEHS NIH HHS,R24 ES028479,RFA-ES-16-010
656,MascayanoF2022a,2022,,,,Randomized Controlled Trials as Topic,Psychotic Disorders,Psychotic Disorders/diagnosis/psychology/therapy,NIMH NIH HHS,1U01MH115502-01,
657,MessiahS2022a,2022,940101,,,Prospective Studies,SARS-CoV-2,Examine the presence of persistent COVID symptoms in children by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) antibody status,,,
658,MooreR2022a,2022,930401,,,Qualitative Research|Telemedicine,SARS-CoV-2,"Three primary themes emerged during analysis: delayed health care, avoidance of care, and experiences of telehealth.",NCATS NIH HHS,UL1 TR003107,PA-18-591/PA-18-592/PAR-18-464
659,NagawaC2022a,2022,,Population Assessment Tobacco Health study,PATH,Surveys and Questionnaries,Mental Disorders|Mental Health|Smoking|Smoking Cessation,Family or peer views towards tobacco use and past 30-day smoking cessation among adults with mental health problems,NCI,1F31CA263974,
660,NagawaC2022b,2022,,Population Assessment Tobacco Health study,PATH,Surveys and Questionnaries,Mental Disorders|Mental Health|Smoking|Smoking Cessation,The effect on smoking cessation based on the view of family and peers,NCI NIH HHS,F31 CA263974,PA-20-251
